#,"Date Time, GMT -0400","Temp, °F",Unnamed: 3,Unnamed: 4
3675.0,2021-03-27 10:39:16,73.925849609375,,
3676.0,2021-03-27 10:39:36,74.00307031249999,,
3677.0,2021-03-27 10:39:56,73.925849609375,,
3678.0,2021-03-27 10:40:16,73.925849609375,,
3679.0,2021-03-27 10:40:36,74.00307031249999,,
3680.0,2021-03-27 10:40:56,73.84862890624998,,
3681.0,2021-03-27 10:41:16,74.00307031249999,,
3682.0,2021-03-27 10:41:36,74.00307031249999,,
3683.0,2021-03-27 10:41:56,73.84862890624998,,
3684.0,2021-03-27 10:42:16,73.925849609375,,
3685.0,2021-03-27 10:42:36,73.925849609375,,
3686.0,2021-03-27 10:42:56,73.925849609375,,
3687.0,2021-03-27 10:43:16,73.84862890624998,,
3688.0,2021-03-27 10:43:36,73.925849609375,,
3689.0,2021-03-27 10:43:56,73.84862890624998,,
3690.0,2021-03-27 10:44:16,73.84862890624998,,
3691.0,2021-03-27 10:44:36,73.84862890624998,,
3692.0,2021-03-27 10:44:56,73.84862890624998,,
3693.0,2021-03-27 10:45:16,73.84862890624998,,
3694.0,2021-03-27 10:45:36,73.84862890624998,,
3695.0,2021-03-27 10:45:56,73.84862890624998,,
3696.0,2021-03-27 10:46:16,73.84862890624998,,
3697.0,2021-03-27 10:46:36,73.84862890624998,,
3698.0,2021-03-27 10:46:56,73.84862890624998,,
3699.0,2021-03-27 10:47:16,73.84862890624998,,
3700.0,2021-03-27 10:47:36,73.925849609375,,
3701.0,2021-03-27 10:47:56,73.84862890624998,,
3702.0,2021-03-27 10:48:16,73.84862890624998,,
3703.0,2021-03-27 10:48:36,73.925849609375,,
3704.0,2021-03-27 10:48:56,73.84862890624998,,
3705.0,2021-03-27 10:49:16,73.925849609375,,
3706.0,2021-03-27 10:49:36,73.84862890624998,,
3707.0,2021-03-27 10:49:56,73.84862890624998,,
3708.0,2021-03-27 10:50:16,73.771408203125,,
3709.0,2021-03-27 10:50:36,73.84862890624998,,
3710.0,2021-03-27 10:50:56,73.771408203125,,
3711.0,2021-03-27 10:51:16,73.84862890624998,,
3712.0,2021-03-27 10:51:36,73.925849609375,,
3713.0,2021-03-27 10:51:56,73.84862890624998,,
3714.0,2021-03-27 10:52:16,73.84862890624998,,
3715.0,2021-03-27 10:52:36,73.84862890624998,,
3716.0,2021-03-27 10:52:56,73.925849609375,,
3717.0,2021-03-27 10:53:16,73.84862890624998,,
3718.0,2021-03-27 10:53:36,73.771408203125,,
3719.0,2021-03-27 10:53:56,73.771408203125,,
3720.0,2021-03-27 10:54:16,73.771408203125,,
3721.0,2021-03-27 10:54:36,73.84862890624998,,
3722.0,2021-03-27 10:54:56,73.84862890624998,,
3723.0,2021-03-27 10:55:16,73.84862890624998,,
3724.0,2021-03-27 10:55:36,73.84862890624998,,
3725.0,2021-03-27 10:55:56,73.771408203125,,
3726.0,2021-03-27 10:56:16,73.84862890624998,,
3727.0,2021-03-27 10:56:36,73.771408203125,,
3728.0,2021-03-27 10:56:56,73.84862890624998,,
3729.0,2021-03-27 10:57:16,73.84862890624998,,
3730.0,2021-03-27 10:57:36,73.84862890624998,,
3731.0,2021-03-27 10:57:56,73.84862890624998,,
3732.0,2021-03-27 10:58:16,73.84862890624998,,
3733.0,2021-03-27 10:58:36,73.771408203125,,
3734.0,2021-03-27 10:58:56,73.771408203125,,
3735.0,2021-03-27 10:59:16,73.84862890624998,,
3736.0,2021-03-27 10:59:36,73.771408203125,,
3737.0,2021-03-27 10:59:56,73.771408203125,,
3738.0,2021-03-27 11:00:16,73.771408203125,,
3739.0,2021-03-27 11:00:36,73.771408203125,,
3740.0,2021-03-27 11:00:56,73.84862890624998,,
3741.0,2021-03-27 11:01:16,73.771408203125,,
3742.0,2021-03-27 11:01:36,73.771408203125,,
3743.0,2021-03-27 11:01:56,73.771408203125,,
3744.0,2021-03-27 11:02:16,73.84862890624998,,
3745.0,2021-03-27 11:02:36,73.771408203125,,
3746.0,2021-03-27 11:02:56,73.84862890624998,,
3747.0,2021-03-27 11:03:16,73.771408203125,,
3748.0,2021-03-27 11:03:36,73.771408203125,,
3749.0,2021-03-27 11:03:56,73.771408203125,,
3750.0,2021-03-27 11:04:16,73.771408203125,,
3751.0,2021-03-27 11:04:36,73.771408203125,,
3752.0,2021-03-27 11:04:56,73.771408203125,,
3753.0,2021-03-27 11:05:16,73.771408203125,,
3754.0,2021-03-27 11:05:36,73.771408203125,,
3755.0,2021-03-27 11:05:56,73.771408203125,,
3756.0,2021-03-27 11:06:16,73.84862890624998,,
3757.0,2021-03-27 11:06:36,73.771408203125,,
3758.0,2021-03-27 11:06:56,73.771408203125,,
3759.0,2021-03-27 11:07:16,73.771408203125,,
3760.0,2021-03-27 11:07:36,73.771408203125,,
3761.0,2021-03-27 11:07:56,73.84862890624998,,
3762.0,2021-03-27 11:08:16,73.84862890624998,,
3763.0,2021-03-27 11:08:36,73.771408203125,,
3764.0,2021-03-27 11:08:56,73.84862890624998,,
3765.0,2021-03-27 11:09:16,73.771408203125,,
3766.0,2021-03-27 11:09:36,73.84862890624998,,
3767.0,2021-03-27 11:09:56,73.84862890624998,,
3768.0,2021-03-27 11:10:16,73.84862890624998,,
3769.0,2021-03-27 11:10:36,73.771408203125,,
3770.0,2021-03-27 11:10:56,73.84862890624998,,
3771.0,2021-03-27 11:11:16,73.771408203125,,
3772.0,2021-03-27 11:11:36,73.84862890624998,,
3773.0,2021-03-27 11:11:56,73.84862890624998,,
3774.0,2021-03-27 11:12:16,73.771408203125,,
3775.0,2021-03-27 11:12:36,73.771408203125,,
3776.0,2021-03-27 11:12:56,73.771408203125,,
3777.0,2021-03-27 11:13:16,73.84862890624998,,
3778.0,2021-03-27 11:13:36,73.84862890624998,,
3779.0,2021-03-27 11:13:56,73.84862890624998,,
3780.0,2021-03-27 11:14:16,73.771408203125,,
3781.0,2021-03-27 11:14:36,73.84862890624998,,
3782.0,2021-03-27 11:14:56,73.84862890624998,,
3783.0,2021-03-27 11:15:16,73.84862890624998,,
3784.0,2021-03-27 11:15:36,73.771408203125,,
3785.0,2021-03-27 11:15:56,73.84862890624998,,
3786.0,2021-03-27 11:16:16,73.771408203125,,
3787.0,2021-03-27 11:16:36,73.84862890624998,,
3788.0,2021-03-27 11:16:56,73.771408203125,,
3789.0,2021-03-27 11:17:16,73.771408203125,,
3790.0,2021-03-27 11:17:36,73.84862890624998,,
3791.0,2021-03-27 11:17:56,73.84862890624998,,
3792.0,2021-03-27 11:18:16,73.84862890624998,,
3793.0,2021-03-27 11:18:36,73.69418749999998,,
3794.0,2021-03-27 11:18:56,73.84862890624998,,
3795.0,2021-03-27 11:19:16,73.69418749999998,,
3796.0,2021-03-27 11:19:36,73.771408203125,,
3797.0,2021-03-27 11:19:56,73.771408203125,,
3798.0,2021-03-27 11:20:16,73.771408203125,,
3799.0,2021-03-27 11:20:36,73.771408203125,,
3800.0,2021-03-27 11:20:56,73.771408203125,,
3801.0,2021-03-27 11:21:16,73.771408203125,,
3802.0,2021-03-27 11:21:36,73.84862890624998,,
3803.0,2021-03-27 11:21:56,73.771408203125,,
3804.0,2021-03-27 11:22:16,73.69418749999998,,
3805.0,2021-03-27 11:22:36,73.771408203125,,
3806.0,2021-03-27 11:22:56,73.771408203125,,
3807.0,2021-03-27 11:23:16,73.771408203125,,
3808.0,2021-03-27 11:23:36,73.69418749999998,,
3809.0,2021-03-27 11:23:56,73.69418749999998,,
3810.0,2021-03-27 11:24:16,73.69418749999998,,
3811.0,2021-03-27 11:24:36,73.771408203125,,
3812.0,2021-03-27 11:24:56,73.771408203125,,
