#,"Date Time, GMT -0400","Temp, °F",Unnamed: 3,Unnamed: 4
18229.0,2021-03-30 17:57:00,69.52426953124998,,
18230.0,2021-03-30 17:57:20,69.52426953124998,,
18231.0,2021-03-30 17:57:40,69.52426953124998,,
18232.0,2021-03-30 17:58:00,69.44704882812499,,
18233.0,2021-03-30 17:58:20,69.52426953124998,,
18234.0,2021-03-30 17:58:40,69.52426953124998,,
18235.0,2021-03-30 17:59:00,69.44704882812499,,
18236.0,2021-03-30 17:59:20,69.44704882812499,,
18237.0,2021-03-30 17:59:40,69.44704882812499,,
18238.0,2021-03-30 18:00:00,69.52426953124998,,
18239.0,2021-03-30 18:00:20,69.52426953124998,,
18240.0,2021-03-30 18:00:40,69.52426953124998,,
18241.0,2021-03-30 18:01:00,69.44704882812499,,
18242.0,2021-03-30 18:01:20,69.52426953124998,,
18243.0,2021-03-30 18:01:40,69.44704882812499,,
18244.0,2021-03-30 18:02:00,69.52426953124998,,
18245.0,2021-03-30 18:02:20,69.52426953124998,,
18246.0,2021-03-30 18:02:40,69.44704882812499,,
18247.0,2021-03-30 18:03:00,69.44704882812499,,
18248.0,2021-03-30 18:03:20,69.44704882812499,,
18249.0,2021-03-30 18:03:40,69.52426953124998,,
18250.0,2021-03-30 18:04:00,69.44704882812499,,
18251.0,2021-03-30 18:04:20,69.52426953124998,,
18252.0,2021-03-30 18:04:40,69.52426953124998,,
18253.0,2021-03-30 18:05:00,69.52426953124998,,
18254.0,2021-03-30 18:05:20,69.52426953124998,,
18255.0,2021-03-30 18:05:40,69.44704882812499,,
18256.0,2021-03-30 18:06:00,69.52426953124998,,
18257.0,2021-03-30 18:06:20,69.52426953124998,,
18258.0,2021-03-30 18:06:40,69.52426953124998,,
18259.0,2021-03-30 18:07:00,69.44704882812499,,
18260.0,2021-03-30 18:07:20,69.44704882812499,,
18261.0,2021-03-30 18:07:40,69.44704882812499,,
18262.0,2021-03-30 18:08:00,69.52426953124998,,
18263.0,2021-03-30 18:08:20,69.44704882812499,,
18264.0,2021-03-30 18:08:40,69.44704882812499,,
18265.0,2021-03-30 18:09:00,69.52426953124998,,
18266.0,2021-03-30 18:09:20,69.44704882812499,,
18267.0,2021-03-30 18:09:40,69.52426953124998,,
18268.0,2021-03-30 18:10:00,69.52426953124998,,
18269.0,2021-03-30 18:10:20,69.52426953124998,,
18270.0,2021-03-30 18:10:40,69.52426953124998,,
18271.0,2021-03-30 18:11:00,69.52426953124998,,
18272.0,2021-03-30 18:11:20,69.52426953124998,,
18273.0,2021-03-30 18:11:40,69.44704882812499,,
18274.0,2021-03-30 18:12:00,69.44704882812499,,
18275.0,2021-03-30 18:12:20,69.52426953124998,,
18276.0,2021-03-30 18:12:40,69.52426953124998,,
18277.0,2021-03-30 18:13:00,69.52426953124998,,
18278.0,2021-03-30 18:13:20,69.52426953124998,,
18279.0,2021-03-30 18:13:40,69.52426953124998,,
18280.0,2021-03-30 18:14:00,69.52426953124998,,
18281.0,2021-03-30 18:14:20,69.52426953124998,,
18282.0,2021-03-30 18:14:40,69.52426953124998,,
18283.0,2021-03-30 18:15:00,69.52426953124998,,
18284.0,2021-03-30 18:15:20,69.52426953124998,,
18285.0,2021-03-30 18:15:40,69.52426953124998,,
18286.0,2021-03-30 18:16:00,69.44704882812499,,
18287.0,2021-03-30 18:16:20,69.52426953124998,,
18288.0,2021-03-30 18:16:40,69.52426953124998,,
18289.0,2021-03-30 18:17:00,69.52426953124998,,
18290.0,2021-03-30 18:17:20,69.44704882812499,,
18291.0,2021-03-30 18:17:40,69.52426953124998,,
18292.0,2021-03-30 18:18:00,69.52426953124998,,
18293.0,2021-03-30 18:18:20,69.44704882812499,,
18294.0,2021-03-30 18:18:40,69.44704882812499,,
18295.0,2021-03-30 18:19:00,69.52426953124998,,
18296.0,2021-03-30 18:19:20,69.52426953124998,,
18297.0,2021-03-30 18:19:40,69.52426953124998,,
18298.0,2021-03-30 18:20:00,69.52426953124998,,
18299.0,2021-03-30 18:20:20,69.44704882812499,,
18300.0,2021-03-30 18:20:40,69.52426953124998,,
18301.0,2021-03-30 18:21:00,69.52426953124998,,
18302.0,2021-03-30 18:21:20,69.52426953124998,,
18303.0,2021-03-30 18:21:40,69.601490234375,,
18304.0,2021-03-30 18:22:00,69.52426953124998,,
18305.0,2021-03-30 18:22:20,69.52426953124998,,
18306.0,2021-03-30 18:22:40,69.601490234375,,
18307.0,2021-03-30 18:23:00,69.44704882812499,,
18308.0,2021-03-30 18:23:20,69.52426953124998,,
18309.0,2021-03-30 18:23:40,69.52426953124998,,
18310.0,2021-03-30 18:24:00,69.52426953124998,,
18311.0,2021-03-30 18:24:20,69.52426953124998,,
18312.0,2021-03-30 18:24:40,69.52426953124998,,
18313.0,2021-03-30 18:25:00,69.52426953124998,,
18314.0,2021-03-30 18:25:20,69.52426953124998,,
18315.0,2021-03-30 18:25:40,69.52426953124998,,
18316.0,2021-03-30 18:26:00,69.52426953124998,,
18317.0,2021-03-30 18:26:20,69.52426953124998,,
18318.0,2021-03-30 18:26:40,69.52426953124998,,
18319.0,2021-03-30 18:27:00,69.52426953124998,,
18320.0,2021-03-30 18:27:20,69.44704882812499,,
18321.0,2021-03-30 18:27:40,69.52426953124998,,
18322.0,2021-03-30 18:28:00,69.44704882812499,,
18323.0,2021-03-30 18:28:20,69.52426953124998,,
18324.0,2021-03-30 18:28:40,69.44704882812499,,
18325.0,2021-03-30 18:29:00,69.44704882812499,,
18326.0,2021-03-30 18:29:20,69.44704882812499,,
18327.0,2021-03-30 18:29:40,69.44704882812499,,
18328.0,2021-03-30 18:30:00,69.52426953124998,,
18329.0,2021-03-30 18:30:20,69.44704882812499,,
